"","...1","Division","Season","Spectators","Date","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","pointsDiff","expPointsDiff","shotsDiff","shotsTargetDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"86",86,"D1",10,"Yes","02.11.2019","RB Leipzig","Mainz",8,0,19,10,12,2,10,7,0,1,0,0,1.35,5.32,8.32,1.42,2.87,3,0,0.706205206425385,0.179206208397419,0.114588585177196,2.29782182767357,0.522971963929007,8,3,1.77484986374457,9,10,3,-1,0,0
"87",87,"D1",10,"Yes","02.11.2019","Werder Bremen","Freiburg",2,2,20,13,10,3,17,9,3,4,0,1,1.95,3.73,3.74,1.65,2.25,1,1,0.489194051205083,0.25574487931633,0.255061069478586,1.72332703293158,1.02092808775209,0,0,0.702398945179492,7,7,8,-1,-1,0
"88",88,"D1",10,"Yes","02.11.2019","Union Berlin","Hertha",1,0,16,8,6,3,14,9,1,1,0,0,2.81,3.34,2.53,1.9,1.91,3,0,0.338754615171839,0.285000140309242,0.37624524451892,1.30126398582476,1.413735873866,1,3,-0.112471888041243,8,3,5,0,0,0
"89",89,"D1",10,"Yes","03.11.2019","Fortuna Dusseldorf","FC Koln",2,0,9,8,3,1,10,20,1,3,0,0,2.72,3.63,2.46,1.57,2.4,3,0,0.350262408510037,0.262455578828458,0.387282012661505,1.31324280435857,1.42430161681297,2,3,-0.111058812454402,1,2,-10,-2,0,0
"90",90,"D1",10,"Yes","03.11.2019","Augsburg","Schalke 04",2,3,12,11,4,3,12,10,3,5,0,0,3.75,3.79,1.93,1.71,2.14,0,3,0.254294326031559,0.251610480901939,0.494095193066502,1.01449345899662,1.73389606010144,-1,-3,-0.719402601104826,1,1,2,-2,0,0
"91",91,"D1",10,"Yes","08.11.2019","FC Koln","Hoffenheim",1,2,11,15,3,5,21,14,4,3,0,0,2.58,3.59,2.64,1.61,2.33,0,3,0.370928730773747,0.266572736879183,0.362498532347071,1.37935892920042,1.35406833392039,-1,-3,0.025290595280028,-4,-2,7,1,0,0
"92",92,"D1",10,"Yes","09.11.2019","Hertha","RB Leipzig",2,4,7,10,3,7,12,12,2,1,0,0,4.06,3.88,1.84,1.59,2.36,0,3,0.235132927568308,0.246041156166838,0.518825916264854,0.951439938871762,1.8025189049614,-2,-3,-0.851078966089637,-3,-4,0,1,0,0
"93",93,"D1",10,"Yes","09.11.2019","Mainz","Union Berlin",2,3,18,14,5,4,15,15,1,4,0,0,2.2,3.39,3.36,1.85,1.97,0,3,0.434078748799561,0.281703022819774,0.284218228380665,1.58393926921846,1.13435770796177,-1,-3,0.449581561256688,4,1,0,-3,0,0
"94",94,"D1",10,"Yes","09.11.2019","Paderborn","Augsburg",0,1,12,13,4,5,15,12,1,3,0,0,2.59,3.75,2.54,1.44,2.77,0,3,0.36895580664779,0.25482547712474,0.37621871622747,1.36169289706811,1.38348162580715,-1,-3,-0.0217887287390428,-1,-1,3,-2,0,0
"95",95,"D1",10,"Yes","09.11.2019","Schalke 04","Fortuna Dusseldorf",3,3,12,9,5,5,9,15,2,4,0,0,1.52,4.31,6.29,1.71,2.15,1,1,0.627226012738912,0.221202677346438,0.15157130991465,2.10288071556317,0.675916607090387,0,0,1.42696410847279,3,0,-6,-2,0,0
"96",96,"D1",10,"Yes","09.11.2019","Bayern Munich","Dortmund",4,0,17,2,5,0,11,12,2,1,0,0,1.56,4.57,5.32,1.41,2.87,3,0,0.611774297447459,0.208833239391255,0.179392463161285,2.04415613173363,0.747010628875111,4,3,1.29714550285852,15,5,-1,1,0,0
"97",97,"D1",10,"Yes","10.11.2019","M'gladbach","Werder Bremen",3,1,17,16,7,7,17,11,5,4,1,0,1.73,4.12,4.35,1.5,2.56,3,0,0.550174826784876,0.231020012217921,0.218805160997203,1.88154449257255,0.887435495209531,2,3,0.994108997363017,1,0,6,1,1,0
"98",98,"D1",10,"Yes","10.11.2019","Wolfsburg","Leverkusen",0,2,9,9,1,4,8,9,2,2,0,0,2.96,3.47,2.36,1.78,2.04,0,3,0.321826613220152,0.274526448164741,0.403646938615107,1.2400062878252,1.48546726401006,-2,-3,-0.245460976184862,0,-3,-1,0,0,0
"99",99,"D1",10,"Yes","10.11.2019","Freiburg","Ein Frankfurt",1,0,13,17,7,6,7,13,1,3,1,2,2.74,3.54,2.48,1.66,2.23,3,0,0.347360924270001,0.268861280367176,0.383777795362823,1.31094405317718,1.42019466645565,1,3,-0.109250613278468,-4,1,-6,-2,-1,0
"100",100,"D1",10,"Yes","22.11.2019","Dortmund","Paderborn",3,3,18,10,7,4,8,7,3,1,0,0,1.15,8.57,16.15,1.22,4.19,1,1,0.829602567829603,0.111323565111324,0.0590738670590739,2.60013126860013,0.288545166288545,0,0,2.31158610231159,8,3,1,2,0,0
"101",101,"D1",10,"Yes","23.11.2019","Ein Frankfurt","Wolfsburg",0,2,17,9,9,6,13,22,3,5,0,1,2.02,3.67,3.55,1.65,2.25,0,3,0.471826573811516,0.25969746024503,0.268475965943454,1.67517718167958,1.06512535807539,-2,-3,0.610051823604185,8,3,-9,-2,-1,0
"102",102,"D1",10,"Yes","23.11.2019","Fortuna Dusseldorf","Bayern Munich",0,4,12,18,1,5,8,6,1,1,0,0,13.56,7.57,1.19,1.29,3.5,0,3,0.0704908450246843,0.12626893771925,0.803240217256066,0.337741472793302,2.53598958948745,-4,-3,-2.19824811669415,-6,-4,2,0,0,0
"103",103,"D1",10,"Yes","23.11.2019","Leverkusen","Freiburg",1,1,27,7,9,2,9,14,0,3,0,0,1.5,4.57,6.15,1.53,2.48,1,1,0.636079709406932,0.208778898054792,0.155141392538276,2.11701802627559,0.67420307566962,0,0,1.44281495060597,20,7,-5,-3,0,0
"104",104,"D1",10,"Yes","23.11.2019","Union Berlin","M'gladbach",2,0,11,12,6,2,12,7,1,1,0,0,3.4,3.63,2.09,1.69,2.17,3,0,0.280628229645604,0.262847377629491,0.456524392724905,1.1047320665663,1.63242055580421,2,3,-0.527688489237906,-1,4,5,0,0,0
"105",105,"D1",10,"Yes","23.11.2019","Werder Bremen","Schalke 04",1,2,16,10,5,5,12,15,3,2,0,0,2.45,3.62,2.74,1.59,2.36,0,3,0.388960346342075,0.263246643242565,0.34779301041536,1.43012768226879,1.30662567448864,-1,-3,0.123502007780148,6,0,-3,1,0,0
"106",106,"D1",10,"Yes","23.11.2019","RB Leipzig","FC Koln",4,1,20,6,8,1,9,15,0,3,0,0,1.35,5.46,8.08,1.39,2.97,3,0,0.707047589741617,0.174819459002048,0.118132951256335,2.2959622282269,0.529218312771052,3,3,1.76674391545585,14,7,-6,-3,0,0
"107",107,"D1",10,"Yes","24.11.2019","Augsburg","Hertha",4,0,14,5,5,1,8,18,0,2,0,1,2.59,3.53,2.61,1.68,2.18,3,0,0.366831369769748,0.269148228811231,0.364020401419021,1.36964233812047,1.3612094330683,4,3,0.00843290505217809,9,4,-10,-2,-1,0
"108",108,"D1",10,"Yes","24.11.2019","Hoffenheim","Mainz",1,5,22,11,8,5,10,13,1,3,0,1,1.66,4.07,4.88,1.53,2.46,0,3,0.572073758734511,0.233327380712356,0.194598860553133,1.94954865691589,0.817123962371755,-4,-3,1.13242469454413,11,3,-3,-2,-1,0
"109",109,"D1",10,"Yes","29.11.2019","Schalke 04","Union Berlin",2,1,17,17,8,7,12,13,1,4,0,0,1.71,3.87,4.93,1.76,2.07,3,0,0.559060101795933,0.247026556607505,0.193913341596561,1.92420686199531,0.828766581397189,1,3,1.09544028059812,0,1,-1,-3,0,0
"110",110,"D1",10,"Yes","30.11.2019","FC Koln","Augsburg",1,1,13,11,6,4,15,17,8,3,1,1,1.92,3.76,3.82,1.64,2.26,1,1,0.496707796160018,0.253638023571073,0.249654180268909,1.74376141205113,1.0026005643778,0,0,0.741160847673325,2,2,-2,5,0,0
"111",111,"D1",10,"Yes","30.11.2019","Hertha","Dortmund",1,2,13,7,3,5,13,8,3,2,0,1,4.1,3.9,1.83,1.61,2.32,0,3,0.233006856023506,0.244955925563173,0.52203721841332,0.943976493633693,1.81106758080313,-1,-3,-0.867091087169441,6,-2,5,1,-1,0
"112",112,"D1",10,"Yes","30.11.2019","Hoffenheim","Fortuna Dusseldorf",1,1,12,11,6,3,11,16,2,4,0,0,1.7,3.97,4.79,1.6,2.32,1,1,0.560815493551726,0.24014769245288,0.199036813995393,1.92259417310806,0.837258134439061,0,0,1.085336038669,1,3,-5,-2,0,0
"113",113,"D1",10,"Yes","30.11.2019","Paderborn","RB Leipzig",2,3,8,18,4,6,10,13,3,3,0,0,7.46,5.46,1.37,1.33,3.29,0,3,0.128015470974808,0.174907584884995,0.697076944140197,0.55895399780942,2.26613841730559,-1,-3,-1.70718441949617,-10,-2,-3,0,0,0
"114",114,"D1",10,"Yes","30.11.2019","Bayern Munich","Leverkusen",1,2,24,11,11,7,9,16,1,3,0,1,1.29,6.04,9.37,1.31,3.4,0,3,0.740055731578307,0.158058260552321,0.101886007869372,2.37822545528724,0.463716284160437,-1,-3,1.91450917112681,13,4,-7,-2,-1,0
"115",115,"D1",10,"Yes","01.12.2019","M'gladbach","Freiburg",4,2,22,13,13,5,13,15,3,2,0,0,1.56,4.41,5.44,1.55,2.42,3,0,0.609567948287953,0.215629478305943,0.174802573406104,2.0443333231698,0.740037198524255,2,3,1.30429612464555,9,8,-2,1,0,0
"116",116,"D1",10,"Yes","01.12.2019","Wolfsburg","Werder Bremen",2,3,19,10,6,3,14,14,1,4,0,0,2.17,3.64,3.17,1.7,2.16,0,3,0.438462561510839,0.261391142439154,0.300146296050007,1.57677882697167,1.16183003058917,-1,-3,0.414948796382498,9,3,0,-3,0,0
"117",117,"D1",10,"Yes","02.12.2019","Mainz","Ein Frankfurt",2,1,18,14,8,4,13,10,1,2,0,1,2.81,3.59,2.4,1.57,2.37,3,0,0.338574106311326,0.265012044215829,0.396413849472845,1.28073436314981,1.45425359263436,1,3,-0.173519229484555,4,4,3,-1,-1,0
"118",118,"D1",10,"Yes","06.12.2019","Ein Frankfurt","Hertha",2,2,25,9,6,3,11,15,3,4,0,0,1.83,3.91,4.11,1.59,2.37,1,1,0.52266096849418,0.244621374001112,0.232717657504708,1.81260427948365,0.942774346515236,0,0,0.869829932968416,16,3,-4,-1,0,0
"119",119,"D1",10,"Yes","07.12.2019","Augsburg","Mainz",2,1,18,12,5,3,13,14,2,2,0,0,2.28,3.62,2.99,1.62,2.3,3,0,0.417994485336711,0.263267244908205,0.318738269755084,1.51725070091834,1.21948205417346,1,3,0.297768646744881,6,2,-1,0,0,0
"120",120,"D1",10,"Yes","07.12.2019","Dortmund","Fortuna Dusseldorf",5,0,23,2,10,0,8,10,0,3,0,0,1.3,5.75,9.24,1.41,2.88,3,0,0.731646859550794,0.165415811724527,0.102937328724679,2.36035639037691,0.474227797898564,5,3,1.88612859247835,21,10,-2,-3,0,0
"121",121,"D1",10,"Yes","07.12.2019","Freiburg","Wolfsburg",1,0,10,10,3,0,13,20,0,2,0,0,2.88,3.36,2.46,1.88,1.93,3,0,0.330264672036824,0.283084004602992,0.386651323360184,1.27387802071346,1.44303797468354,1,3,-0.169159953970081,0,3,-7,-2,0,0
"122",122,"D1",10,"Yes","07.12.2019","M'gladbach","Bayern Munich",2,1,7,17,3,5,12,17,3,5,0,1,5.24,4.61,1.56,1.35,3.15,3,0,0.181962633848147,0.206829544764488,0.611207821387365,0.752717446308929,2.04045300892658,1,3,-1.28773556261766,-10,-2,-5,-2,-1,0
"123",123,"D1",10,"Yes","07.12.2019","RB Leipzig","Hoffenheim",3,1,25,11,14,1,14,5,3,1,0,0,1.44,4.98,6.48,1.42,2.82,3,0,0.661647475642161,0.191319751992914,0.147032772364925,2.1762621789194,0.632418069087688,2,3,1.54384410983171,14,13,9,2,0,0
"124",124,"D1",10,"Yes","07.12.2019","Leverkusen","Schalke 04",2,1,19,5,9,3,11,11,2,2,0,0,1.94,3.66,3.85,1.72,2.13,3,0,0.491653989476769,0.26060348076091,0.24774252976232,1.73556544919122,1.00383107004787,1,3,0.731734379143348,14,6,0,0,0,0
"125",125,"D1",10,"Yes","08.12.2019","Union Berlin","FC Koln",2,0,11,14,5,4,21,19,1,3,0,0,2.18,3.47,3.29,1.81,2,3,0,0.436518041838252,0.274239000347951,0.289242957813796,1.58379312586271,1.14196787378934,2,3,0.441825252073368,-3,1,2,-2,0,0
"126",126,"D1",10,"Yes","08.12.2019","Werder Bremen","Paderborn",0,1,12,18,3,5,10,13,1,4,0,0,1.53,4.63,5.49,1.33,3.29,0,3,0.621449160560653,0.205360089774903,0.173190749664444,2.06970757145686,0.724932338768235,-1,-3,1.34477523268863,-6,-2,-3,-3,0,0
"127",127,"D1",10,"Yes","13.12.2019","Hoffenheim","Augsburg",2,4,19,6,8,4,10,7,1,0,0,0,1.84,3.98,4.02,1.56,2.42,0,3,0.520827094102788,0.240784385213349,0.238388520683863,1.80326566752171,0.955949947264938,-2,-3,0.847315720256774,13,4,3,1,0,0
"128",128,"D1",10,"Yes","14.12.2019","Bayern Munich","Werder Bremen",6,1,29,11,14,2,13,12,2,2,0,0,1.15,8.74,16.7,1.22,4.16,3,0,0.833027041218168,0.109608821212917,0.0573641375689157,2.60868994486742,0.281701233919664,5,3,2.32698871094776,18,12,1,0,0,0
"129",129,"D1",10,"Yes","14.12.2019","FC Koln","Leverkusen",2,0,13,6,5,2,12,9,2,3,0,2,4.13,3.9,1.83,1.59,2.35,3,0,0.231706485638873,0.245371227099627,0.5229222872615,0.940490684016246,1.81413808888413,2,3,-0.873647404867881,7,3,3,-1,-2,0
"130",130,"D1",10,"Yes","14.12.2019","Hertha","Freiburg",1,0,14,15,4,2,9,5,2,0,0,0,2.03,3.63,3.59,1.79,2.04,3,0,0.470657281234312,0.263205036062163,0.266137682703525,1.6751768797651,1.06161808417274,1,3,0.613558795592362,-1,2,4,2,0,0
"131",131,"D1",10,"Yes","14.12.2019","Mainz","Dortmund",0,4,9,18,0,7,8,10,1,0,0,0,4.95,4.19,1.65,1.46,2.7,0,3,0.192998618148319,0.228005527406725,0.578995854444956,0.807001381851681,1.96499309074159,-4,-3,-1.15799170888991,-9,-7,-2,1,0,0
"132",132,"D1",10,"Yes","14.12.2019","Paderborn","Union Berlin",1,1,14,15,3,2,19,16,2,4,0,0,2.8,3.58,2.43,1.64,2.26,1,1,0.340786762459162,0.266537132649624,0.392676104891215,1.28889742002711,1.44456544732327,0,0,-0.15566802729616,-1,1,3,-2,0,0
"133",133,"D1",10,"Yes","14.12.2019","Fortuna Dusseldorf","RB Leipzig",0,3,4,21,1,7,11,7,2,1,0,0,6.52,4.93,1.44,1.46,2.7,0,3,0.14597915758478,0.193059656684131,0.660961185731088,0.630997129438472,2.1759432138774,-3,-3,-1.54494608443892,-17,-6,4,1,0,0
"134",134,"D1",10,"Yes","15.12.2019","Wolfsburg","M'gladbach",2,1,17,6,7,5,20,15,3,3,0,0,2.6,3.41,2.68,1.74,2.09,3,0,0.365950153767299,0.279023577652486,0.355026268580215,1.37687403895438,1.34410238339313,1,3,0.0327716555612505,11,2,5,0,0,0
"135",135,"D1",10,"Yes","15.12.2019","Schalke 04","Ein Frankfurt",1,0,11,17,5,3,15,12,1,4,1,0,1.96,3.79,3.61,1.66,2.22,3,0,0.485416467098798,0.251033318077478,0.263550214823724,1.70728271937387,1.04168396254865,1,3,0.665598756825221,-6,2,3,-3,1,0
"136",136,"D1",10,"Yes","17.12.2019","Werder Bremen","Mainz",0,5,15,19,5,8,13,13,2,2,0,0,1.82,4,4.08,1.43,2.8,0,3,0.526017224485586,0.239337837140942,0.234644938373472,1.8173895105977,0.943272652261358,-5,-3,0.874116858336342,-4,-3,0,0,0,0
"137",137,"D1",10,"Yes","17.12.2019","Augsburg","Fortuna Dusseldorf",3,0,12,6,7,2,10,15,3,4,0,0,1.78,4.04,4.21,1.65,2.25,3,0,0.536654319195795,0.236446704992207,0.226898975811999,1.84640966257959,0.917143632428203,3,3,0.929266030151388,6,5,-5,-1,0,0
"138",138,"D1",10,"Yes","17.12.2019","Dortmund","RB Leipzig",3,3,14,12,6,8,9,5,0,0,0,0,2.19,3.76,3.11,1.44,2.76,1,1,0.437325394836736,0.254718780503312,0.307955824659952,1.56669496501352,1.17858625448317,0,0,0.388108710530351,2,-2,4,0,0,0
"139",139,"D1",10,"Yes","17.12.2019","Union Berlin","Hoffenheim",0,2,16,7,2,4,16,13,2,6,0,0,2.44,3.48,2.86,1.79,2.03,0,3,0.391497262256907,0.274498080433004,0.334004657310089,1.44898986720373,1.27651205236327,-2,-3,0.172477814840456,9,-2,3,-4,0,0
"140",140,"D1",10,"Yes","18.12.2019","Leverkusen","Hertha",0,1,17,10,7,5,12,16,2,3,0,0,1.54,4.33,5.97,1.51,2.53,0,3,0.619726650060774,0.220410863993901,0.159862485945325,2.07959081417622,0.699998321829877,-1,-3,1.37959249234635,7,2,-4,-1,0,0
"141",141,"D1",10,"Yes","18.12.2019","Ein Frankfurt","FC Koln",2,4,17,21,6,9,12,10,2,4,0,0,1.75,3.85,4.59,1.58,2.37,0,3,0.544718955658647,0.247599525299385,0.207681519041968,1.88175639227533,0.870644082425289,-2,-3,1.01111230985004,-4,-3,2,-2,0,0
"142",142,"D1",10,"Yes","18.12.2019","Freiburg","Bayern Munich",1,3,15,22,5,10,5,8,0,3,0,0,11.08,6.88,1.23,1.28,3.6,0,3,0.0860689251148277,0.138611001493066,0.775320073392107,0.396817776837549,2.46457122166939,-2,-3,-2.06775344483184,-7,-5,-3,-3,0,0
"143",143,"D1",10,"Yes","18.12.2019","M'gladbach","Paderborn",2,0,17,12,6,2,6,14,2,3,0,0,1.3,5.89,8.74,1.28,3.63,3,0,0.730217766278568,0.161168607158258,0.108613626563174,2.35182190599396,0.487009486847779,2,3,1.86481241914618,5,4,-8,-1,0,0
"144",144,"D1",10,"Yes","18.12.2019","Wolfsburg","Schalke 04",1,1,29,8,11,2,13,11,1,1,0,0,2.38,3.33,3.04,1.99,1.82,1,1,0.400382853843172,0.286159517161186,0.313457628995642,1.4873080786907,1.22653240414811,0,0,0.260775674542592,21,9,2,0,0,0
"145",145,"D1",10,"Yes","20.12.2019","Hoffenheim","Dortmund",2,1,11,12,3,5,8,12,0,1,0,0,3.76,3.94,1.9,1.46,2.69,3,0,0.25424189319531,0.242626781323444,0.503131325481246,1.00535246090937,1.75202075776718,1,3,-0.746668296857807,-1,-2,-4,-1,0,0
"146",146,"D1",10,"Yes","21.12.2019","Bayern Munich","Wolfsburg",2,0,18,10,8,3,7,7,2,2,0,0,1.16,7.96,16.49,1.31,3.39,3,0,0.822318170883285,0.11983531133475,0.0578465177819655,2.5867898239846,0.293374864680646,2,3,2.29341495930396,8,5,0,0,0,0
"147",147,"D1",10,"Yes","21.12.2019","FC Koln","Werder Bremen",1,0,7,6,1,1,11,18,1,4,0,0,2.08,3.74,3.32,1.55,2.42,3,0,0.458157451958556,0.254804144404758,0.287038403636686,1.62927650028043,1.11591935531482,1,3,0.513357144965611,1,0,-7,-3,0,0
"148",148,"D1",10,"Yes","21.12.2019","Mainz","Leverkusen",0,1,17,14,2,4,8,8,0,2,0,1,3.86,3.99,1.86,1.47,2.65,0,3,0.247360211183105,0.239300855931525,0.513338932885369,0.981381489480842,1.77931765458763,-1,-3,-0.797936165106791,3,-2,0,-2,-1,0
"149",149,"D1",10,"Yes","21.12.2019","RB Leipzig","Augsburg",3,1,22,6,7,2,7,9,1,3,0,0,1.26,6.17,10.65,1.33,3.27,3,0,0.756130061205679,0.154412297750268,0.0894576410440522,2.42280248136731,0.422785220882425,2,3,2.00001726048488,16,5,-2,-2,0,0
"150",150,"D1",10,"Yes","21.12.2019","Schalke 04","Freiburg",2,2,19,19,6,7,9,12,1,1,0,0,1.68,3.91,5.06,1.69,2.17,1,1,0.567638907219216,0.243896001055827,0.188465091724957,1.94681272271348,0.809291276230698,0,0,1.13752144648278,0,-1,-3,0,0,0
"151",151,"D1",10,"Yes","21.12.2019","Hertha","M'gladbach",0,0,8,11,0,5,11,11,2,2,0,0,3.1,3.6,2.22,1.62,2.28,1,1,0.306983175846969,0.264346623646001,0.428670200507029,1.18529615118691,1.55035722516709,0,0,-0.36506107398018,-3,-5,0,0,0,0
"152",152,"D1",10,"Yes","22.12.2019","Fortuna Dusseldorf","Union Berlin",2,1,22,17,8,6,8,18,2,4,0,0,2.77,3.28,2.6,1.94,1.86,3,0,0.343654797788488,0.290220667644546,0.366124534566966,1.32118506101001,1.38859427134544,1,3,-0.067409210335434,5,2,-10,-2,0,0
"153",153,"D1",10,"Yes","22.12.2019","Paderborn","Ein Frankfurt",2,1,19,20,5,5,11,11,3,2,0,0,3.47,3.88,1.99,1.43,2.77,3,0,0.274872641962827,0.245826821549229,0.479300536487944,1.07044474743771,1.68372843101306,1,3,-0.613283683575352,-1,0,0,1,0,0
"154",154,"D1",10,"Yes","17.01.2020","Schalke 04","M'gladbach",2,0,13,14,7,5,13,17,3,4,0,0,2.68,3.49,2.57,1.71,2.13,3,0,0.355782008004728,0.273207960301625,0.371010031693647,1.34055398431581,1.38623805538256,2,3,-0.045684071066755,-1,2,-4,-1,0,0
"155",155,"D1",10,"Yes","18.01.2020","Augsburg","Dortmund",3,5,13,17,5,8,4,5,0,1,0,0,4.73,4.29,1.65,1.43,2.79,0,3,0.201238390092879,0.2218782249742,0.576883384932921,0.825593395252838,1.95252837977296,-2,-3,-1.12693498452012,-4,-3,-1,-1,0,0
"156",156,"D1",10,"Yes","18.01.2020","FC Koln","Wolfsburg",3,1,12,17,7,8,11,18,3,3,0,0,2.77,3.32,2.57,1.93,1.86,3,0,0.34338791920379,0.286501366323644,0.370110714472567,1.31666512393501,1.39683350974134,2,3,-0.080168385806332,-5,-1,-7,0,0,0
"157",157,"D1",10,"Yes","18.01.2020","Fortuna Dusseldorf","Werder Bremen",0,1,17,13,2,4,16,12,4,5,0,1,2.71,3.53,2.5,1.65,2.23,0,3,0.350667360716514,0.269209220266785,0.380123419016701,1.32121130241633,1.40957947731689,-1,-3,-0.0883681749005616,4,-2,4,-1,-1,0
"158",158,"D1",10,"Yes","18.01.2020","Hoffenheim","Ein Frankfurt",1,2,12,13,5,3,10,13,2,2,0,0,2.37,3.68,2.81,1.54,2.43,0,3,0.402020052795067,0.258909653566388,0.339070293638544,1.46496981195159,1.27612053448202,-1,-3,0.188849277469569,-1,2,-3,0,0,0
"159",159,"D1",10,"Yes","18.01.2020","Mainz","Freiburg",1,2,24,13,8,5,15,10,4,2,0,0,2.21,3.48,3.21,1.66,2.21,0,3,0.430379454223928,0.273315687883586,0.296304857892486,1.56445405055537,1.16223026156104,-1,-3,0.402223788994325,11,3,5,2,0,0
"160",160,"D1",10,"Yes","18.01.2020","RB Leipzig","Union Berlin",3,1,19,15,8,5,6,18,1,3,0,0,1.28,5.89,10.31,1.43,2.79,3,0,0.745451554653157,0.16199965873617,0.0925487866106732,2.39835432269564,0.43964601856819,2,3,1.95870830412745,4,3,-12,-2,0,0
"161",161,"D1",10,"Yes","19.01.2020","Hertha","Bayern Munich",0,4,6,20,1,10,7,14,3,1,0,0,8.48,5.43,1.34,1.4,2.92,0,3,0.112485274975342,0.175667611747864,0.711847113276793,0.513123436673891,2.31120895157824,-4,-3,-1.79808551490435,-14,-9,-7,2,0,0
"162",162,"D1",10,"Yes","19.01.2020","Paderborn","Leverkusen",1,4,13,12,7,7,8,12,4,1,0,0,4.84,4.42,1.62,1.42,2.83,0,3,0.196746716491729,0.215442105841622,0.587811177666648,0.805682255316811,1.97887563884157,-3,-3,-1.17319338352476,1,0,-4,3,0,0
"163",163,"D1",10,"Yes","24.01.2020","Dortmund","FC Koln",5,1,14,11,9,5,6,7,1,1,0,0,1.28,6.22,9.42,1.32,3.35,3,0,0.745340382335431,0.153381943631729,0.10127767403284,2.38940309063802,0.457214965730249,4,3,1.93218812490777,3,4,-1,0,0,0
"164",164,"D1",10,"Yes","25.01.2020","Ein Frankfurt","RB Leipzig",2,0,7,22,5,4,8,10,1,2,0,0,4.04,4.21,1.77,1.42,2.85,3,0,0.235731978526394,0.22621311003483,0.538054911438776,0.933409045614013,1.84037784435116,2,3,-0.906968798737144,-15,1,-2,-1,0,0
"165",165,"D1",10,"Yes","25.01.2020","Freiburg","Paderborn",0,2,19,15,5,3,11,7,4,4,0,1,1.76,4.01,4.3,1.48,2.62,0,3,0.541065500210238,0.23747513226185,0.221459367527911,1.86067163289256,0.901853234845585,-2,-3,0.95881839804698,4,2,4,0,-1,0
"166",166,"D1",10,"Yes","25.01.2020","M'gladbach","Mainz",3,1,15,12,5,9,7,14,2,3,0,0,1.53,4.53,5.8,1.38,3.01,3,0,0.624398451480433,0.210889543215246,0.164712005304321,2.08408489765654,0.705025559128209,2,3,1.37905933852834,3,-4,-7,-1,0,0
"167",167,"D1",10,"Yes","25.01.2020","Union Berlin","Augsburg",2,0,12,25,3,7,18,9,4,1,0,0,2.12,3.53,3.4,1.82,1.99,3,0,0.449620882908263,0.270027272454821,0.280351844636917,1.61888992117961,1.11108280636557,2,3,0.507807114814038,-13,-4,9,3,0,0
"168",168,"D1",10,"Yes","25.01.2020","Wolfsburg","Hertha",1,2,20,9,7,4,8,8,0,1,0,0,1.77,3.8,4.56,1.89,1.91,0,3,0.539389638041164,0.251242015613911,0.209368346344925,1.8694109297374,0.879347054648687,-1,-3,0.990063875088715,11,3,0,-1,0,0
"169",169,"D1",10,"Yes","25.01.2020","Bayern Munich","Schalke 04",5,0,24,7,14,1,3,4,0,0,0,0,1.17,7.84,14.64,1.29,3.56,3,0,0.813568548730075,0.121412653318136,0.0650187979517888,2.56211829950836,0.316469047173502,5,3,2.24564925233486,17,13,-1,0,0,0
"170",170,"D1",10,"Yes","26.01.2020","Werder Bremen","Hoffenheim",0,3,16,9,3,4,14,15,2,2,0,0,2.41,3.62,2.77,1.52,2.5,0,3,0.394355672839822,0.262540655122644,0.343103672037534,1.44560767364211,1.29185167123525,-3,-3,0.153756002406862,7,-1,-1,0,0,0
"171",171,"D1",10,"Yes","26.01.2020","Leverkusen","Fortuna Dusseldorf",3,0,25,12,11,3,11,10,0,3,0,0,1.38,5.15,7.45,1.47,2.63,3,0,0.688138389934625,0.184394364681511,0.127467245383863,2.24880953448539,0.566796100833102,3,3,1.68201343365229,13,8,1,-3,0,0
"172",172,"D1",10,"Yes","31.01.2020","Hertha","Schalke 04",0,0,9,13,0,5,9,9,1,1,0,0,2.71,3.34,2.64,1.96,1.85,1,1,0.352374177769608,0.285908389747197,0.361717432483196,1.34303092305602,1.37106068719678,0,0,-0.0280297641407641,-4,-5,0,0,0,0
"173",173,"D1",10,"Yes","01.02.2020","Augsburg","Werder Bremen",2,1,14,7,4,1,8,17,2,5,0,0,2.07,3.71,3.37,1.56,2.39,3,0,0.46036386666323,0.256860701884875,0.282775431451895,1.63795230187456,1.10518699624056,1,3,0.532765305634005,7,3,-9,-3,0,0
"174",174,"D1",10,"Yes","01.02.2020","Dortmund","Union Berlin",5,0,13,5,7,0,7,8,0,1,0,0,1.24,6.36,11.2,1.38,3.02,3,0,0.765882777959366,0.14932305733799,0.0847941647026441,2.44697139121609,0.403705551445922,5,3,2.04326583977017,8,7,-1,-1,0,0
"175",175,"D1",10,"Yes","01.02.2020","Fortuna Dusseldorf","Ein Frankfurt",1,1,8,6,1,4,6,12,2,1,0,0,3.35,3.71,2.08,1.61,2.31,1,1,0.284613086566372,0.256995644204136,0.458391269229493,1.11083490390325,1.63216945189261,0,0,-0.521334547989363,2,-3,-6,1,0,0
